vx,vy,vz
0.0,0.0,0.0
-0.19940519537988025,0.30333967090750824,0.5381076952414207
0.21734826308530958,0.24813696450126405,-0.21420198730961038
0.01614592932892345,0.1896961617899078,-0.06309708432319401
0.16476915892859328,0.20565598031771104,-0.106049158370501
0.3762879974484941,-0.05399779734132923,-0.1059599010765441
0.0,0.0,0.0
0.03387841564248943,-0.09220312773147579,-0.24626229920191745
0.17477881394312017,0.08615067276240346,-0.1076788489061418
0.14705128502544365,0.008399512226003741,-0.12456325738700975
0.0,0.0,0.0
0.1297533718990939,0.18193060125390484,0.1644640075559961
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.6884641077516052,0.4385372327985549,0.36843903193705047
0.07133059678491838,0.2592952962059129,0.4535445605736559
0.2602880867116036,0.11478179858682441,-0.20622773523678642
0.10799161047274712,0.29648248558250084,-0.282244661990215
0.19313432534271047,0.007205076048690664,-0.07450784035916047
0.2990675215434059,0.059601940618625865,-0.05975944107317456
-0.04882366708417967,0.34921795424585766,0.4958932154754584
0.12742878902043567,0.013273856189033456,-0.2186003281764501
0.17015329253248937,0.11304668658357507,-0.10532495110357534
0.0,0.0,0.0
-0.36281698372189597,0.8799974408629869,0.403523736466728
-0.10367051269553784,0.5949158476936718,0.3530248760567795
0.0,0.0,0.0
0.10346559655057733,0.050503368719289385,-0.23771578078766717
0.32938136105782134,0.20865271285556247,-0.011878474527524835
0.0,0.0,0.0
0.24777730719698743,0.4447698357100469,0.7021183933872397
0.0,0.0,0.0
-0.22865731358500813,0.4894542679292513,0.5454909880625514
0.0,0.0,0.0
-0.1606762922300126,0.32777629236332917,0.15114123082964542
0.0,0.0,0.0
0.16163939719439716,0.11861755024395843,-0.08964497485603622
-0.3250997464277455,0.3216687825993019,0.3107933064117604
0.15552611634807836,0.12451677584051053,-0.24208954585700787
0.0,0.0,0.0
0.0,0.0,0.0
0.31764872415740864,0.28372098492356845,-0.05908062453792688
0.16184508485216537,0.2080006283213326,0.06178198841099012
0.0,0.0,0.0
0.15710644544887237,0.4830919339320336,0.9500053852785486
0.18641768368421965,0.07121834012020554,-0.21037341999460474
0.27726363010321536,0.03879256755367554,-0.059592575909153275
0.0,0.0,0.0
0.31160656495083255,0.11790742877474188,-0.054184376591254864
0.11093867557814274,0.07935448770688573,-0.2575613555005411
0.0,0.0,0.0
-0.04965816740687405,0.3422342375193563,0.49273934519446616
-0.012343576461262514,0.3125017855188325,-0.1878743168153556
0.0,0.0,0.0
0.0,0.0,0.0
-0.39693177793123213,0.242738520356551,0.4832309890626428
0.2605010616888421,0.12404345645428917,-0.11896525114234345
0.2768187002886587,-0.010078482622141265,0.02515838855025265
0.1329006192062502,0.40865070541953863,0.20702077307318603
0.2002034633067531,0.4731548141876822,0.6341364370815715
0.0,0.0,0.0
0.18032714933941427,0.5877994590574595,0.25249432500527863
0.23342910120723712,0.06788993285109086,-0.3238630203159856
0.0,0.0,0.0
0.44195409278823505,0.7648521670014677,0.1262462675664485
0.2829491135165728,0.2416188672911725,-0.032986488126839304
0.09013304069540691,0.23087854214461723,-0.2161059002897753
0.1255054165643565,0.3474611926036941,0.2073176281413717
0.009421496015084897,0.7641567906239971,0.28390191060161796
0.20717034233846254,-0.038594513749340933,-0.10660271398647898
0.0,0.0,0.0
0.3549976606710276,0.2051676852776354,-0.10932193766120564
0.08920625268597565,0.35172512638237635,0.2182469430327907
0.04530592021079903,0.04845286324388294,-0.027335623119938313
0.0,0.0,0.0
0.18763386163617587,0.17819224384458218,0.20445743162297753
0.0,0.0,0.0
-0.10516770273851228,0.3303392027848642,0.5518367578770192
0.0,0.0,0.0
-0.22917271203795667,0.37046183402496125,0.4158281442145711
-0.13664441514881995,0.6524560070755284,0.40431097789658027
0.0,0.0,0.0
0.20645464690895657,0.1571673152972776,-0.021156273311775397
0.08368582911496801,0.10682532980159505,-0.028112558542500922
0.405085460994122,0.708094239945784,0.08327963066742414
0.4657942472771905,0.008730110802333883,0.050376970690884475
0.1262690814299386,0.17044861762823957,-0.16721007612896469
0.03871387172111382,0.761185566631586,0.3432549026873871
0.22954186631192852,0.07387900079278048,-0.08984935831141548
0.19633706938356402,0.6065721199196532,0.22395614490210813
0.19084035687298143,0.28704282952546106,-0.15445413759474896
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.20882346725613066,-0.06969255930843986,-0.0289781722882164
0.3726419886718457,0.426676302855259,0.45430587761612395
0.168472549752153,0.08790567290295535,-0.10240293210986758
0.0,0.0,0.0
0.16331698448231674,-0.07021055306084634,-0.23614118094830774
0.12728426533628215,0.03636614075214392,-0.007694345754395389
0.048881805530512405,-0.028708518211137964,-0.3031935185434181
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.14633182208705706,0.12000438732892889,0.08379429892238872
-0.027199767856314047,0.3359682206981931,-0.09486608981457163
0.1793986848104154,-0.0020254019406441425,-0.14312499715973065
0.17213476767354818,0.33774500864758833,0.3002494720463325
0.0,0.0,0.0
0.09592751515254007,0.08056383457510781,-0.039990766854615466
0.20245974746062215,0.07489149697555786,0.0563697983012039
0.22554694742341017,-0.13406141351723244,0.12209453747065992
-0.16251434933544273,0.421925760654549,0.729215240960126
0.15193115524137307,0.07780316104230421,-0.06562659535963347
-0.05249871052096649,0.8621676112341065,0.05463351980540015
0.3370886856482002,0.5987062918737582,0.6428945432971269
0.1000466275912303,-0.039470648963473055,-0.30811232651787934
0.22040054335039416,0.14835933096451978,-0.029000522669586283
0.0,0.0,0.0
-0.024117627069044273,0.9726640415968755,0.395444903617594
0.3623569854300919,0.27381103228251724,-0.050409847716977284
0.1683370460144236,0.14279599131417067,0.010366494636119425
0.11115696095446503,0.3322314301066429,0.4825732772407311
0.22309974130468663,0.3173953457453804,-0.10726469210222013
0.0,0.0,0.0
0.39539171890838914,0.1779984569654939,0.1886015189752998
0.07298359026000323,0.20033656321594498,-0.09837240035173184
-0.42985146731317136,0.7537413796185193,0.6081341095463485
-0.13859850386069267,0.4718943749814576,0.11652802051748908
0.02095320343046899,0.08417173694907554,-0.37279355695620375
0.0,0.0,0.0
0.0,0.0,0.0
0.08585516299019744,-0.0014417312160016846,-0.02746290576464002
0.060672085840479145,0.5404705343987612,0.416498537151576
0.0,0.0,0.0
0.10268694438690056,0.4958818869211894,0.37876964860162876
0.22213550901220092,0.5553309234750962,-0.017631363973535513
0.3239783186298977,0.9927254148360789,0.2880335135533159
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.24679716963855933,0.7369401313242757,0.43083623915386204
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.4142485585700011,0.31688632402450106,0.307382110737146
0.07497118155671713,0.4787740938069017,0.570933265486719
0.07836231719252462,0.43192823574113126,0.6338069951798421
0.36489944215814857,0.5048235769520019,0.3262810630757672
-0.24156301326560653,0.3290593345429581,0.5146845101741003
0.2406540216028147,0.21722950569314672,-0.13315529181650831
0.29641649403134535,0.11617856589401021,-0.1155562258794399
0.17399018327112392,0.7935055601071248,0.6152034938568662
-0.10448538159132911,0.36120405563504576,0.4531357668155905
0.0,0.0,0.0
0.29325449914361196,0.05040073878123134,-0.3173764305915035
0.0,0.0,0.0
0.0,0.0,0.0
0.04353545072264031,-0.1259213048048114,-0.25905125770883364
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.04515207768942181,0.334048284138338,0.4879014062473814
0.0,0.0,0.0
0.18198820360879162,-0.0004648003328956209,0.005559928694948179
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2845103074676856,0.7378622483483169,0.07212648635957548
0.13651352248471105,0.11405837991854818,-0.34231927726093503
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2309359323560029,0.558530332596438,0.5642146683664497
0.0,0.0,0.0
0.32395137590932865,0.014091692828977065,-0.12143639815084464
-0.19451269804844154,0.016050167037864837,-0.36368386638737726
0.0,0.0,0.0
0.12793458136696292,0.09008776908498821,-0.09164070767483021
0.21413191082042446,0.361110441839537,0.6226488368974101
0.2706242669886109,-0.03032276335774741,-0.3234506712255422
0.0,0.0,0.0
-0.1255103161284554,0.42959303471825544,0.5344239283585936
0.0,0.0,0.0
-0.053368811919285726,0.24639644861235038,0.2109186009708223
0.20000722093237736,-0.026442178548052985,-0.1643468417822655
0.0,0.0,0.0
0.08721197841214273,0.2962089613239044,-0.20928947730857686
0.0,0.0,0.0
0.21662838896916584,0.19536743321930425,-0.14674686031299605
0.33038002855905496,-0.05009512778331968,-0.15630800127855207
-0.007261322720122484,0.39468247142132795,0.6706914030537935
0.3757691202461427,0.5134857304344187,0.4382051897517869
-0.023224900971405133,0.36054215526020017,0.3882449866110417
0.17783484140721004,0.008184326287384273,0.11653171874758055
0.0,0.0,0.0
0.1544044039257089,-0.05387531013002666,-0.09629427085152346
0.20533905818437373,-0.030456029880159267,-0.15518253508444946
0.0,0.0,0.0
0.0,0.0,0.0
0.05522500850623805,0.9190367350659131,0.5226758634533004
0.020317720815827053,0.9988127844328462,-0.13704656656299075
-0.017927334989039864,0.10393998694224167,-0.005513813171094343
-0.3038324735286196,0.6328822789029803,0.4994052474884061
0.0,0.0,0.0
0.1922845519456225,0.012629426296807305,0.05945249631676244
-0.009780380590246501,0.3426943067646657,0.7853831173668968
0.22240742697931298,0.27481606746879983,-0.020897552460424337
0.3030548350128174,0.1400250215476059,-0.0675137646581914
0.26160885219237284,0.10736272164437975,-0.2394920967707877
-0.26223480798258336,0.9329691389485345,0.23200299817779035
0.0,0.0,0.0
0.0,0.0,0.0
0.11898806211676954,0.44289715555479686,0.4474925360285042
0.0,0.0,0.0
0.0,0.0,0.0
0.05600821591737992,0.655899091385829,0.32041581382611023
0.0,0.0,0.0
-0.013210386202646423,0.20197578233366703,-0.09829941297058958
0.0,0.0,0.0
0.0,0.0,0.0
0.1994480269765653,0.11306686006526757,0.07883632970688119
0.017886082182102674,0.7298310636883503,0.898043911131732
0.0,0.0,0.0
0.23960082286333764,0.1213635769715914,-0.318911472001288
0.18942377754112757,0.04329723521603843,-0.2159712130942267
0.02734292123905216,0.3591527246339616,0.19909691615903313
-0.12868606602535512,0.20246771634733482,-0.11317386203356795
0.19759305694710758,0.21204364866255027,0.05712328879963049
0.1656379519747858,0.3838514898379169,0.2113521368442714
0.1743492268061632,0.030108028425545823,0.025023760749516306
0.0,0.0,0.0
0.1643361498239366,0.25917740128377065,-0.23157319706990415
0.056777885526636054,0.08374764430613012,-0.05904981572304287
0.0,0.0,0.0
0.301331007484229,0.13163666694061735,-0.048992906781508284
-0.09908207977916351,0.33751577195441435,0.4411386088427375
0.0,0.0,0.0
0.19573200469262955,0.14420382977207918,-0.0869470139674411
0.13457173266445938,0.45197961123542507,0.11186609631368968
0.0,0.0,0.0
0.13025449578984474,0.229061133473984,-0.20650916927257082
0.2103964427305453,0.674626895855415,0.20021020302914969
0.15701281655126761,0.1618797040199041,0.5836286651239793
0.0,0.0,0.0
0.0,0.0,0.0
0.021171528663979602,0.4457060845387893,0.5432156855462902
0.28773646673064623,0.04020855806030617,0.01572838544497715
0.15087449573060208,0.07557407157488186,-0.22814760548033602
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.29120777245209845,0.5289676728350448,0.30136761020698244
0.2299483704937561,0.25614292875525163,-0.05894438325061241
-0.00773454047387348,0.33046270451408094,0.10337082134395544
0.0,0.0,0.0
